2017-10-10T23:04:01.795218+00:00,app[web.1]:,AB_TESTING:,A,1507676641773,0,0,gmlzma
2017-10-10T23:04:02.544988+00:00,app[web.1]:,AB_TESTING:,A,1507676642525,0,0,gmlzma
2017-10-10T23:04:04.365505+00:00,app[web.1]:,AB_TESTING:,A,1507676644351,0,0,gmlzma
2017-10-10T23:04:18.182447+00:00,app[web.1]:,AB_TESTING:,A,1507676658702,0,0,syffynje
2017-10-10T23:04:21.915257+00:00,app[web.1]:,AB_TESTING:,A,1507676629753,1507676661916,mp3,mxecwnjp
2017-10-10T23:04:23.561576+00:00,app[web.1]:,AB_TESTING:,A,1507676658702,1507676664091,nav-cta2,syffynje
2017-10-10T23:04:24.372392+00:00,app[web.1]:,AB_TESTING:,A,1507676676720,0,0,wkzexunp
2017-10-10T23:04:30.746593+00:00,app[web.1]:,AB_TESTING:,A,1507676670750,0,0,mxecwnjp
2017-10-10T23:04:34.849154+00:00,app[web.1]:,AB_TESTING:,A,1507676674797,0,0,rmhhdatsq
2017-10-10T23:04:35.733818+00:00,app[web.1]:,AB_TESTING:,A,1507676676435,0,0,czfczzbpav
2017-10-10T23:04:36.497121+00:00,app[web.1]:,AB_TESTING:,A,1507676603521,1507676676462,nav-cta3,nzttndk
2017-10-10T23:04:39.175100+00:00,app[web.1]:,AB_TESTING:,A,1507676603521,1507676679105,nav-cta2,nzttndk
2017-10-10T23:04:39.968821+00:00,app[web.1]:,AB_TESTING:,A,1507676674797,1507676679941,nav-cta3,rmhhdatsq
2017-10-10T23:04:40.482142+00:00,app[web.1]:,AB_TESTING:,A,1507676603521,1507676680469,nav-cta1,nzttndk
2017-10-10T23:04:42.116258+00:00,app[web.1]:,AB_TESTING:,A,1507676682036,0,0,lbhlrlcxwn
2017-10-10T23:04:42.737428+00:00,app[web.1]:,AB_TESTING:,A,1507676670750,1507676682730,nav-cta3,mxecwnjp
2017-10-10T23:04:45.717194+00:00,app[web.1]:,AB_TESTING:,A,1507676685424,0,0,bhepxjsifq
2017-10-10T23:04:56.894175+00:00,app[web.1]:,AB_TESTING:,A,1507676676720,1507676709240,mp3,wkzexunp
2017-10-10T23:05:01.662196+00:00,app[web.1]:,AB_TESTING:,A,1507676713995,0,0,wkzexunp
2017-10-10T23:05:02.824451+00:00,app[web.1]:,AB_TESTING:,A,1507676713995,1507676715161,mp2,wkzexunp
2017-10-10T23:05:07.175101+00:00,app[web.1]:,AB_TESTING:,A,1507676719514,0,0,wkzexunp
2017-10-10T23:05:08.242684+00:00,app[web.1]:,AB_TESTING:,A,1507676682036,1507676708213,mp3,lbhlrlcxwn
2017-10-10T23:05:09.113090+00:00,app[web.1]:,AB_TESTING:,A,1507676708567,0,0,dhgqkxmwz
2017-10-10T23:05:10.400597+00:00,app[web.1]:,AB_TESTING:,A,1507676710112,0,0,bhepxjsifq
2017-10-10T23:05:11.109923+00:00,app[web.1]:,AB_TESTING:,A,1507676711079,0,0,dmrouze
2017-10-10T23:05:11.480443+00:00,app[web.1]:,AB_TESTING:,A,1507676711188,0,0,bhepxjsifq
2017-10-10T23:05:12.370231+00:00,app[web.1]:,AB_TESTING:,A,1507676712081,0,0,bhepxjsifq
2017-10-10T23:05:15.533199+00:00,app[web.1]:,AB_TESTING:,A,1507676715243,0,0,bhepxjsifq
2017-10-10T23:05:15.946393+00:00,app[web.1]:,AB_TESTING:,A,1507676719805,0,0,liyjrjwe
2017-10-10T23:05:16.321190+00:00,app[web.1]:,AB_TESTING:,A,1507676728664,0,0,wkzexunp
2017-10-10T23:05:17.851533+00:00,app[web.1]:,AB_TESTING:,A,1507676717556,0,0,bhepxjsifq
